candidate_id,category,subcategory,task_summary,skills
C_c3dc8ef617df9e397c593931,,,"{
  ""category"": ""Юридические услуги"",
  ""subcategory"": ""Правовая поддержка и консультирование"",
  ""skills"": [
    ""трудовое право"",
    ""административное право"",
    ""договорное право"",
    ""аренда коммерческой недвижимости"",
    ""подготовка договоров"",",
C_67614539a9f8b8578456a94a,,,"{
  ""category"": ""Промышленное производство"",
  ""subcategory"": ""Печать и нанесение"",
  ""skills"": [
    ""DTF-печать"",
    ""UV DTF-печать"",
    ""сублимационная печать"",
    ""текстильная печать"",
    ""нанесение изображений""",
C_d8990daf9ec67381ebdcbe07,,,"{
  ""category"": ""Юридические услуги"",
  ""subcategory"": ""Бухгалтерское и юридическое сопровождение"",
  ""skills"": [
    ""ведение учёта"",
    ""подготовка и сдача отчётности"",
    ""расчёт зарплат"",
    ""составление договоров"",
    ""юрид",
C_dc23440940337501e8b13fbe,Юридические услуги,Финансовое право,,"['юридические консультации', 'анализ решений', 'банкротство', 'судебные процедуры']"
C_b623e8aea466f7a3ddb6b837,Бухгалтерский учет,Налоговый учет,,"['подготовка отчетности', 'взаимодействие с банками', 'расчет зарплат', 'налоговое планирование']"
C_3879fd1f3f88098c05880051,,,"{
  ""category"": ""Автомобильный сервис"",
  ""subcategory"": ""Обучение и консультирование"",
  ""skills"": [
    ""заправка кондиционеров"",
    ""диагностика кондиционеров"",
    ""обслуживание кондиционеров"",
    ""автоэлектрика"",
    ""авт",
C_18daf97333a3509eab05a96d,Бухгалтерские услуги,Налоговый и бухгалтерский учёт,,"['ведение учёта', 'подготовка отчётов', 'консультации по налогообложению', 'регистрация ИП']"
C_706625ac81564083dfec771c,Дизайн,Веб-дизайн,,"['Tilda', 'UX-анализ', 'создание сайтов', 'лендинги']"
C_53d4064cc5b629e805bd937b,Юридические услуги,Недвижимость,,"['документирование сделок', 'судебные процессы', 'консультации по недвижимости']"
C_db5f0de7b7a06de8545d248e,Дизайн,Наружная реклама,,"['объемные буквы', 'световые короба', 'баннеры', 'укладка наклеек', 'интерьерное оформление']"
C_53f63179e74bf0dff535946e,Косметология и парикмахерское дело,Стрижка и уход за волосами,,"['наращивание волос', 'химическая завивка', 'коррекция волос']"
